budget,popularity,revenue,runtime,vote_average,vote_count,release_date,12,14,16,18,27,28,35,36,37,53,80,99,878,9648,10402,10749,10751,10752,10770,homepage_bool
19000000,31.612,83258226,118,7.753,9653,2006.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
0,36.731,0,107,7.1,108,2022.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,False
0,39.51,0,105,4.818,173,1998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,28.046,0,92,6.121,145,2022.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
140000000,36.158,109578115,95,7.532,3702,2002.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
0,34.258,0,79,7.177,678,2010.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,25.917,0,101,6.4,54,2022.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
40000000,31.982,34891791,111,6.865,1885,2021.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True
25000000,37.953,23308615,140,7.8,4047,2011.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,25.502,0,87,5.586,134,2013.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
24000000,35.895,83531958,122,7.129,3089,1991.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
30000000,30.752,2351359,89,7.189,1709,2016.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,32.239,9940717,60,7.817,109,1994.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,False
58500000,38.134,128027976,108,7.367,3074,2002.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
19000000,41.075,44781695,144,8.221,15740,1980.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,28.103,0,90,6.125,16,2023.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
0,33.424,0,79,6.492,2119,2004.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,44.35,0,84,7.024,21,1980.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
30000000,39.92,76669806,136,7.559,2513,2005.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
0,31.18,0,111,6.2,6,2021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,33.258,0,94,6.626,374,2022.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
0,30.615,0,0,6.0,5,1999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
170000000,34.616,396600000,127,5.975,7389,2012.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,31.244,0,58,6.274,299,2021.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,34.788,0,90,7.798,94,2018.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
0,36.054,0,84,5.997,538,2015.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
5400000,33.105,4803565,100,4.922,675,2017.0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,False
80000000,37.697,280000000,126,6.902,5789,1992.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9000000,34.649,0,95,5.325,197,2006.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False
10000000,26.097,6272403,92,5.651,694,2016.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,34.635,0,82,7.715,969,2006.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
0,27.21,0,100,7.286,7,2022.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,33.176,0,123,6.634,191,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
55000000,32.332,127906624,104,6.607,1493,2008.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
25000000,37.077,56505065,130,7.602,1796,1993.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False
3500000,42.076,83453539,88,7.275,3942,1980.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
3500000,33.674,28215918,91,7.136,1523,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,28.806,0,87,5.1,23,1973.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
17700000,34.935,61321941,128,6.785,498,2019.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,37.925,0,118,7.14,629,2018.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
185000000,45.517,786636033,122,5.978,7275,2008.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
177200000,42.12,225973340,136,6.625,6824,2017.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
1100000,38.31,57000000,91,7.324,4457,1984.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
165000000,46.311,310634054,100,6.706,5553,2004.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,26.45,0,26,7.2,93,1992.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3000000,38.611,89328627,86,6.253,7691,2013.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False
0,29.44,0,91,6.311,82,2022.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,False
23600000,35.354,102391540,88,7.264,11201,2009.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,33.934,0,88,5.869,42,2021.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
0,29.505,0,120,3.1,6,2023.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
5000000,32.419,4493306,136,6.712,507,2021.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,35.344,0,93,7.33,678,2006.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,27.044,0,93,5.579,37,2022.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
207000000,38.242,562363449,187,6.859,7123,2005.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,31.404,0,82,6.839,121,2019.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
150000000,38.338,485930816,138,6.696,6229,2009.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True
18000000,30.236,14134907,131,7.259,863,2022.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
10000000,36.738,164874275,108,6.379,3871,2006.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False
250000,30.668,0,120,6.5,126,2021.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
85000,32.234,30900000,83,7.306,2745,1974.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
60000000,38.235,176070171,110,6.76,4977,2003.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
40000000,37.222,169837010,110,5.548,2851,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
30000000,33.479,350448145,116,7.112,5412,1994.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
0,25.3,0,83,5.5,20,2022.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
46000000,35.027,122126687,153,8.082,10353,2013.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
100000000,36.824,362211740,119,5.728,3567,2001.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,True
0,28.448,0,89,5.628,43,1975.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,28.622,0,83,4.9,14,2022.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,32.325,0,91,5.767,15,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
42000000,34.816,119946358,104,5.766,2804,1990.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,32.626,0,58,5.4,92,2004.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
0,31.234,0,0,5.2,3,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
6900000,37.613,4493017,103,7.851,3413,1989.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,25.99,0,88,5.6,52,2022.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,False
165000000,33.316,389681935,120,5.273,5561,2016.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
12000000,34.959,29800000,82,7.135,2877,1981.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,22.899,0,73,1.0,1,2018.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
26000000,36.504,90941129,90,6.209,3544,2003.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
0,31.711,0,91,7.354,2098,2018.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
95000000,35.359,114178613,102,5.49,2312,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
85000000,32.953,340487652,107,6.803,4971,2007.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,True
0,30.856,66207073,120,7.213,407,2016.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,27.347,0,20,6.923,357,2011.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,34.595,16441438,75,7.231,657,2010.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
0,31.62,6813652,89,6.727,154,2021.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
200000000,36.445,0,206,0.0,0,2023.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
21000000,30.541,31635150,110,6.715,3053,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,28.162,0,89,6.16,269,2022.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
0,33.19,0,90,9.0,1,2023.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,True
57000000,34.585,152944660,144,7.453,5251,1997.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
60000000,30.24,76249438,102,7.64,3288,2016.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,30.849,0,87,5.5,82,2022.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
13300000,22.078,5735963,108,6.124,3032,2014.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
75000000,30.776,443140005,88,5.629,2610,2009.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,True
65000000,33.726,415252786,145,6.6,1930,2008.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
0,39.39,0,78,6.3,10,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
3700000,32.776,0,93,7.367,656,2009.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
30000000,35.073,46357676,117,8.138,9409,1987.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True
0,49.679,0,105,10.0,1,2023.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
0,35.107,0,111,5.858,644,2021.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
0,30.575,0,87,6.018,271,2015.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
0,31.597,0,120,5.841,439,2021.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,32.26,0,69,6.0,15,1985.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
65000000,30.721,179379533,83,6.167,5270,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
150000000,35.713,205366737,131,6.443,4316,2013.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,37.004,22017,117,6.459,1701,1976.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2200000,35.904,26589000,137,8.217,11617,1971.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
70000000,35.756,211819354,116,5.725,3125,2011.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
28000000,40.401,333000000,118,7.295,8104,1984.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
35000000,40.457,75836683,122,6.9,3077,2018.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,True
0,29.022,0,94,6.763,38,2022.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
23000000,38.552,47351251,126,7.863,13126,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True
0,30.799,99849421,115,5.9,141,2015.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,30.561,0,99,6.822,564,2021.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,38.291,0,81,6.782,871,2009.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,30.542,0,98,6.052,659,2015.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
830000,35.438,112536,81,8.289,2035,1997.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
200000000,33.199,141940042,103,7.736,5521,2020.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,28.784,0,0,0.0,0,2013.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,30.292,4873825,110,5.785,209,2018.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
7000000,36.432,85182160,119,7.256,3828,1979.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
10540,36.031,0,99,7.7,159,2001.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
120000000,34.033,609016565,127,7.395,12217,2012.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,24.3,0,108,5.8,66,2022.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
17000000,39.745,42698327,115,6.806,2105,2020.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
125000000,35.824,546388105,123,6.111,5809,2000.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,27.295,532054,92,6.759,137,2021.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False
11000000,33.072,48572000,96,6.868,2825,1990.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
500000,32.023,33456317,122,7.624,624,2008.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
65000000,32.122,162100000,159,7.472,5307,1999.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True
0,35.97,0,88,7.2,65,2013.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
200000000,29.21,836303693,149,6.16,7682,2009.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
7000000,40.961,0,100,5.789,980,2010.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False
5883687,31.013,52946454,121,7.808,271,2017.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
0,49.01,0,80,0.0,0,2023.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100000000,30.503,268426634,102,6.497,2487,2013.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
130000000,29.452,150406466,100,6.129,1415,2011.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,31.262,0,2,6.3,67,2014.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
25000000,34.9,99357138,101,7.122,3347,2012.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
0,33.168,0,98,7.742,64,2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
0,27.446,0,75,6.862,607,2006.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
15774948,29.696,15800000,97,6.167,1462,2011.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
13000000,25.275,37700000,145,5.796,137,2021.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,33.494,0,35,6.048,280,2008.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,35.993,144420,91,5.8,830,2015.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
70000000,29.688,255000211,112,6.46,2046,1993.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
22000000,32.494,205035819,100,7.6,3002,2017.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,27.344,0,72,3.5,3,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,29.016,0,139,6.701,896,2021.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
65000000,36.329,84785914,157,7.516,9274,2007.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,True
40000000,31.679,91627228,95,5.429,2200,2011.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,36.278,0,93,6.3,111,2022.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
42000000,31.676,68467960,91,6.213,1821,2001.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
22000000,30.225,22400154,83,5.243,797,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
10000000,34.927,112983889,97,6.291,2972,2015.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
0,34.296,0,118,6.405,639,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,32.174,0,109,6.655,74,2023.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
0,29.989,0,105,8.42,1017,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
110000000,34.965,574480841,108,6.569,9300,2006.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,34.744,0,94,6.262,143,2015.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
24000000,33.071,127000000,125,7.602,1098,2022.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True
133000000,33.609,300135367,84,6.037,3947,1999.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
1200000,29.525,0,91,5.349,722,2014.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,28.018,0,0,0.0,0,2024.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
32350000,36.226,572700000,135,7.89,14233,1983.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
16000000,39.203,46749646,93,8.006,6112,2009.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
0,27.014,0,107,5.763,137,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
130000000,48.497,371876278,110,5.592,5103,2013.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,True
0,25.961,0,100,6.074,47,2022.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,34.23,9100000,134,7.952,249,2022.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
0,25.121,0,80,5.722,63,2022.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,35.364,0,0,0.0,0,2023.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,False
19800000,34.6,0,124,6.854,8961,2018.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
0,28.182,0,89,6.375,16,2020.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,23.437,0,86,0.0,0,1993.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2479000,37.588,7797728,128,8.19,5076,1958.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False
30000000,38.275,0,92,5.632,1578,2015.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
95000000,35.182,76432727,89,7.249,3413,2000.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,32.456,7230000,131,7.058,497,2021.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,26.25,0,90,6.098,51,2022.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False
70000000,48.325,58058367,116,5.766,1660,2012.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,27.657,0,96,7.1,4,2023.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,30.996,0,104,5.972,687,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
34000000,28.938,31626978,119,6.684,2352,2019.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,28.711,0,100,6.01,290,2021.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
30000000,42.674,5472914,229,8.441,4685,1984.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
15000000,38.178,36869414,108,7.569,12108,2015.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
777000,31.422,140000000,110,7.048,1221,1973.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
65000000,30.823,128905366,123,5.854,3475,2004.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
18000000,33.416,74189677,97,6.3,958,1993.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,29.763,0,88,7.6,95,2004.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,32.898,0,90,5.557,122,2022.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
35000000,32.662,86369815,100,6.24,2068,2005.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,33.192,0,108,5.307,514,2021.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False
48000000,32.411,0,78,6.838,1236,2008.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,25.738,0,97,6.9,52,2021.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
24000000,34.907,83188165,88,5.379,1939,2010.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
13000000,32.595,35763605,84,6.234,1549,1990.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
30000000,33.847,48428063,79,6.9,3182,2009.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,True
30000000,33.445,296187079,107,7.464,7951,1984.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
26000000,26.342,102278712,101,7.033,3474,2004.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
32000000,35.69,147332697,94,7.295,7497,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,True
25000000,37.041,65663276,112,7.466,5932,2015.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
33000000,36.832,54700105,124,6.301,2475,2004.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
90000000,36.578,366101666,128,7.246,5443,1995.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
10000000,47.848,0,98,6.325,1083,2018.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,True
0,30.797,0,80,5.2,14,1969.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,27.425,0,71,6.643,7,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,38.324,1314053,99,5.493,208,1999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
75000000,34.672,817400891,145,6.863,8652,1996.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,29.661,0,95,2.0,3,2003.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
40000000,35.97,215862692,128,7.45,4488,1992.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
2000000,34.119,4905000,127,7.538,1537,1960.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False
21000000,36.368,43928932,92,6.685,4741,2002.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,25.304,0,79,7.27,87,2022.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
0,30.14,0,114,7.3,170,2021.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
0,32.664,0,133,6.1,60,2015.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
0,26.945,0,97,5.136,11,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
