budget,popularity,revenue,runtime,vote_average,vote_count,release_date,12,14,16,18,27,28,35,36,37,53,80,99,878,9648,10402,10749,10751,10752,10770,homepage_bool
0,22.169,0,118,5.8,4,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
15000000,19.163,47074133,93,6.182,1375,2005.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False
0,16.961,0,0,0.0,0,2013.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,20.111,0,101,7.092,211,1987.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
40000000,16.111,45916769,135,7.031,1094,1997.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,19.463,0,126,6.519,207,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
10000000,19.66,4184990,135,7.34,1667,1992.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
0,17.716,0,91,4.938,284,2016.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
12000000,25.183,0,90,4.357,49,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
6000000,18.659,46616067,120,6.536,376,1988.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
30000000,17.46,180622424,108,6.391,1353,2002.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
27000000,22.41,27200316,100,7.334,2415,1998.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False
13000000,21.718,4537,110,5.402,259,2018.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
11000000,20.509,31672907,92,6.801,680,1981.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
11000000,18.508,75000000,107,6.902,663,1989.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,15.692,0,70,5.0,6,2020.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False
15000000,18.458,32704700,90,5.837,527,1991.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
9000000,23.208,40471663,97,6.775,977,1986.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,25.274,0,118,7.0,1,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
42000000,23.459,35402320,118,6.069,713,2001.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False
0,20.158,0,108,7.332,506,1972.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False
31000000,21.907,74151346,77,6.717,1396,1988.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
3400000,15.969,15894372,95,7.688,649,2019.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
30000000,21.365,150847207,125,7.351,4657,2017.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
8500000,18.208,23700000,95,6.016,411,1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
55000000,23.459,17869048,90,6.295,1566,2008.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
125000000,19.765,527965936,97,6.454,6557,2017.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,22.907,0,68,6.657,795,2004.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,19.408,946590,90,7.797,1917,2006.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,True
0,17.616,10370305,116,7.2,192,2022.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
20000000,21.656,7563728,107,6.296,1082,1995.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,True
0,18.457,26900000,107,6.555,172,2006.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,True
500000,21.249,0,86,5.528,90,2018.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
32000000,24.305,225097437,97,6.644,3519,2003.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,12.4,0,90,4.333,3,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
25000000,14.205,68474305,98,6.54,1047,2007.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
0,17.004,0,120,7.129,650,1998.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
22000000,18.602,63766510,118,6.519,1210,1987.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
18339750,18.827,92180910,156,7.845,3350,2004.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False
0,14.704,0,85,7.381,101,2007.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,14.072,0,25,5.6,11,2022.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
14000000,18.226,0,124,7.137,553,2021.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
0,20.208,0,117,7.088,113,2017.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,True
0,21.205,3302463,104,5.967,229,2013.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,16.995,0,98,7.203,118,2022.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True
20000000,17.951,135680000,72,5.885,1040,2003.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
14390509,19.85,0,168,7.458,1271,1988.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
17000000,21.1,125586134,101,5.935,2425,1997.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
9600000,16.709,35487190,98,7.321,789,2018.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
14000000,19.15,13551174,119,6.171,1102,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,17.199,0,83,6.1,200,2007.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
0,15.473,0,86,8.059,339,2021.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
28000000,20.449,40547440,83,5.74,1522,2011.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,True
55000000,21.399,187361754,94,5.932,2648,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,19.446,0,107,7.601,163,2002.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True
839727,23.896,23218000,119,8.021,4871,1941.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
0,21.951,0,25,6.4,422,2016.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,False
0,19.461,164000,90,7.327,2538,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,True
6000000,18.495,10409377,97,7.096,2745,1999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
15000000,24.896,49230772,131,7.253,5049,2008.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,False
90000000,19.952,0,117,6.16,5208,2017.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
50000000,20.195,7033683,115,6.395,1103,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
30000000,11.801,0,106,5.689,114,2017.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,12.907,0,76,4.4,15,2020.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True
70000000,16.444,164839294,98,6.042,1276,1998.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,False
5000000,19.194,0,86,4.776,268,2000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
30000000,21.195,69363381,104,5.733,1307,2008.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,False
30000000,16.699,32540674,95,5.931,1149,2017.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,True
0,15.696,0,105,7.439,393,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
50000000,18.142,150270147,108,6.033,1301,1996.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
40000,13.443,0,18,6.909,110,2004.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,25.116,0,0,6.0,2,2023.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,20.442,0,103,6.973,257,2005.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,True
0,18.308,0,81,4.5,12,2017.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
4500000,23.741,30600000,114,7.297,2974,2000.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
13800000,19.939,27100027,89,6.741,904,1989.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
49000000,22.24,72689126,87,6.112,1373,2001.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False
50000000,22.69,48169156,125,6.432,1459,1997.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,16.905,0,92,6.608,702,2020.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,True
0,20.441,0,141,6.8,175,2011.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,False
3500000,16.395,4100000,99,7.1,2852,2016.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,18.194,0,76,6.825,348,2017.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True
125000,17.388,5000000,96,7.631,559,1997.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
15000000,23.068,30050028,114,6.595,917,1989.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,16.526,0,88,3.3,3,1991.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,20.898,333593,105,6.784,987,2019.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,True
35000000,21.436,40263020,112,6.692,907,1999.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,14.616,45895,95,5.911,319,2014.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
8500000,19.89,43528634,100,6.798,4158,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
0,19.186,0,72,6.188,898,1997.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
0,17.491,0,113,7.7,224,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,17.897,0,95,6.6,307,2013.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,13.942,0,13,0.0,0,2017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,25.047,0,0,0.0,0,2023.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
373000,14.317,0,99,4.4,21,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,18.946,0,115,6.147,1216,2019.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
0,14.936,0,75,6.434,371,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
45000000,21.184,92374674,109,6.8,1843,2005.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
0,13.262,0,92,5.364,11,1974.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,15.849,0,71,6.7,5,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,18.014,0,97,7.226,219,2022.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
75000000,16.932,71585235,152,5.9,1138,2009.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,17.68,2983784,104,6.382,331,1988.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
21000000,20.181,7563172,87,5.21,704,2006.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,19.44,0,92,7.091,165,2019.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
9300000,24.379,39024251,110,6.189,605,1990.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
34000000,20.329,50283563,118,7.076,3003,1994.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False
42000000,22.129,270248367,155,6.745,1736,1993.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
0,15.187,0,70,0.0,0,2018.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
1800000,20.334,0,133,6.824,1866,2015.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
18000000,18.432,20275812,111,6.972,995,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,15.234,0,0,0.0,0,2024.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,15.178,0,71,6.022,229,1998.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
0,19.886,0,93,5.854,395,2018.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,19.196,0,96,6.2,59,1995.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,10.702,0,92,6.007,139,2015.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
27000000,19.826,21148829,106,6.454,1035,2004.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,True
0,15.461,25000000,112,7.354,192,2021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
28210303,18.682,7793,93,6.079,846,2017.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,True
21000000,21.136,113118226,101,5.727,2902,2019.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
250000,15.275,96568,88,8.135,1868,1950.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False
0,17.544,0,93,4.5,4,2002.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False
23000000,16.183,34934009,133,8.2,1930,2018.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
0,14.609,0,84,6.661,28,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,21.175,0,85,5.856,773,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
6500000,14.457,4181043,84,7.164,454,2021.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
0,19.247,0,91,6.244,301,2022.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
7400000,17.81,26667197,96,5.185,1126,2017.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
4300000,15.638,10165694,180,7.085,4164,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
55000000,18.925,110000000,91,5.87,691,2013.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
760000,14.171,980000,82,6.115,156,1973.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,24.93,0,75,0.0,0,2023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
20000000,14.922,52900000,68,6.801,387,2005.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
7000000,21.071,126377836,121,6.477,1759,1973.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,16.33,0,88,6.1,72,1973.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
3500000,20.77,81600000,116,6.99,881,1970.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False
0,18.683,0,110,6.918,92,2014.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True
10000000,18.421,295750,99,6.594,516,2009.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
0,16.202,0,95,7.022,112,2021.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,16.921,0,85,7.28,148,2008.0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,True
0,16.369,0,68,6.487,483,1949.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
0,17.319,0,96,8.215,2602,1957.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4300000,18.619,0,102,6.921,394,1968.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,False
0,16.619,0,90,5.5,56,2021.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
18000000,17.62,25005257,117,7.104,1280,2007.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,14.477,0,0,7.0,2,1996.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,19.215,0,82,0.0,0,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,15.739,0,130,9.147,143,2022.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,True
33000000,21.168,62022014,105,5.404,1541,2006.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
17500000,15.868,65125001,91,5.564,1095,2007.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,True
22400000,18.227,12652790,115,7.561,1758,2019.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
10000000,15.172,37608299,95,5.221,1604,2016.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,True
19000000,18.924,140376621,122,6.845,1391,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,19.966,18000000,110,6.914,128,1986.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,17.696,0,96,5.0,1,1994.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
18000000,17.672,10495305,110,7.201,321,2015.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,18.186,0,70,0.0,0,2021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
75000000,16.117,59418613,123,6.191,1138,2012.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,True
0,14.197,0,105,6.805,41,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,True
250000000,16.7,0,0,0.0,0,2024.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
15000000,19.867,151831537,92,6.098,1416,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,18.415,0,67,7.04,558,2009.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,True
40000000,16.317,86410000,116,6.007,3699,2014.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,False
0,24.85,0,102,6.5,5,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,11.85,0,120,2.0,1,2023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2000,15.113,0,10,6.987,470,2003.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False
8500000,17.111,16209459,106,5.794,672,1986.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,18.628,4296804,88,5.56,735,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
150000000,18.413,38992758,88,6.062,611,2011.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,17.679,0,90,6.331,164,2020.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,18.537,0,72,8.3,3,2022.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,16.608,0,125,5.889,199,1973.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
38000000,24.804,34416893,140,7.103,1216,1991.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False
0,14.908,6110979,187,7.226,494,1993.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
5200000,18.917,12496155,108,5.424,230,2018.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
250000,18.058,359853,115,7.102,1292,1999.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
30000000,24.797,22472631,108,5.967,1134,2008.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False
3000000,20.958,25000000,125,8.225,1943,1960.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,15.044,0,90,6.4,46,2017.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
200000,18.458,0,87,7.628,2067,2007.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
730000,19.657,8000000,85,7.708,1232,1952.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False
13000000,21.356,7820688,94,6.767,573,1994.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,False
0,16.161,0,126,7.372,331,2016.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,16.917,0,97,5.5,1002,2019.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,21.174,1746860,94,5.8,250,2020.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,13.238,0,108,5.9,11,2014.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,17.822,0,113,6.5,2552,2020.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,True
8000000,17.61,17900000,103,7.877,1216,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
0,13.985,0,78,3.0,2,2021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,15.421,139757,106,5.641,617,2020.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
25000000,15.604,116766556,106,7.321,3304,2004.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,16.204,0,49,7.523,150,2022.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,15.055,0,67,4.5,30,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,14.212,0,76,8.559,136,2022.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
1000000,17.407,3469151,78,6.696,623,2018.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,True
25000000,19.348,96773200,106,6.215,985,1985.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,False
2600000,21.848,15300000,98,8.08,3446,1995.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
12000000,20.151,2000371,93,5.2,130,2010.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False
35000000,23.498,27107960,111,6.213,834,1980.0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False
0,17.747,0,99,6.344,128,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
23000000,17.149,33372606,93,5.7,1198,2011.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,16.047,0,123,7.048,408,1969.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
0,18.412,0,78,6.337,448,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,14.764,0,80,5.7,70,2020.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
50000000,21.154,351266433,93,6.712,1572,2018.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
0,17.145,18994653,98,6.138,347,1993.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
200000,23.146,0,95,7.622,274,2002.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
60000000,16.398,60052138,124,6.0,2672,2013.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
25000000,19.901,26800152,100,6.133,1144,2017.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,True
0,14.237,0,106,6.078,77,2021.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
9000000,16.344,0,105,4.742,426,2008.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
7000000,20.844,10765283,113,7.563,2495,2011.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
60000000,18.592,159330280,124,6.3,1632,1997.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,16.4,958883,116,6.8,500,2018.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
65000000,16.142,89456761,121,6.614,1020,1996.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,False
2600000,19.87,0,89,6.3,21,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
38000000,16.391,122417389,98,6.507,1105,1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,17.647,0,105,5.592,152,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
0,14.943,0,107,7.1,60,2010.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
