budget,popularity,revenue,runtime,vote_average
0,35.002,0,105,6.051
30000000,42.112,102820008,112,7.0
64000000,35.411,101595121,98,5.888
0,33.743,0,107,6.56
0,32.639,0,10,5.304
50000000,38.109,55065289,121,5.545
140000000,39.246,445135288,88,6.354
0,34.234,0,116,7.359
35000000,36.193,99255460,92,6.356
23000000,53.082,32192570,133,7.006
16000000,34.089,31556061,107,5.908
0,30.194,0,74,0.0
110000000,49.119,295238201,119,6.364
10000000,37.434,167885588,103,6.3
806947,38.377,0,109,8.444
170000000,39.796,714766572,136,7.674
92000000,29.626,304654182,98,5.305
45000000,42.821,224834564,84,6.745
0,31.208,0,67,5.7
9000000,48.824,155712077,100,6.543
54000000,33.359,155010032,117,6.514
3500000,41.557,10900000,84,7.567
60000000,33.913,101134059,124,6.51
2900000,28.913,692079,109,6.418
90000000,37.311,334901337,129,6.825
0,30.918,0,92,6.748
0,27.018,0,96,5.8
10000000,39.606,118587880,105,6.399
5000000,26.64,0,85,6.7
0,28.922,0,137,5.731
33000000,27.89,269958228,116,8.0
0,29.141,0,77,7.417
0,31.255,0,110,7.493
0,41.187,0,95,5.222
0,27.997,0,36,6.7
0,31.7,0,103,5.5
0,35.131,1465,77,6.571
0,30.433,0,81,7.0
0,27.518,0,104,7.483
80000000,36.552,31245810,134,6.105
15000000,26.627,146497771,100,6.242
1700000,39.041,3400000,90,7.352
200000000,40.022,219851172,114,5.165
19000000,43.32,145166804,122,6.539
15000000,33.067,69623713,107,6.413
115000000,34.657,924317558,136,6.53
0,37.109,0,99,7.8
0,22.422,0,82,3.7
0,41.604,8084148,95,7.202
0,25.729,1379888,88,5.4
200000000,37.565,1028570889,97,7.043
20000000,31.995,22217407,89,6.418
100000000,42.006,127420861,138,7.152
0,36.719,0,80,2.5
75000000,33.489,140175006,91,6.657
92000000,40.485,172989651,145,7.366
80000000,35.028,1031552585,96,6.451
0,34.059,238524,91,6.647
0,30.66,0,93,5.0
35000000,40.279,57120318,108,6.237
0,52.063,0,81,2.0
22000000,33.178,505000000,127,7.207
0,30.776,0,85,6.5
38000000,37.93,98337295,119,6.287
0,28.909,0,108,6.3
113000000,32.843,850000000,140,7.407
0,25.896,0,102,4.3
0,30.675,0,88,4.417
127000000,41.185,363204635,98,6.198
0,41.725,0,90,5.406
0,37.498,0,100,4.344
20000000,43.465,27975429,123,7.175
15000000,38.558,76196538,92,6.222
44000000,36.306,63327201,125,6.3
0,35.551,0,13,6.547
60000000,31.946,223664608,123,7.378
0,33.203,0,84,5.6
70000000,37.823,160112671,88,6.301
0,27.961,0,86,6.0
0,29.792,0,83,6.78
0,36.31,0,31,7.164
13000000,35.641,96060858,113,7.55
0,37.542,3224000,95,7.026
90000000,34.938,291465000,151,8.165
0,30.468,0,68,7.387
10000000,36.534,159313561,102,5.593
0,31.321,0,101,6.257
0,35.529,0,98,6.171
0,34.0,0,0,0.0
37000000,34.177,165335153,115,6.937
72000000,34.773,213216216,178,7.929
111000000,32.98,295038508,108,7.24
0,25.545,0,99,6.213
0,30.525,0,83,5.137
53000000,39.47,139804348,94,7.611
0,51.498,0,90,0.0
0,41.444,0,115,7.074
35000000,35.767,149542245,109,6.653
150000000,27.519,0,73,6.753
19000000,31.612,83258226,118,7.753
0,36.731,0,107,7.1
0,39.51,0,105,4.818
0,28.046,0,92,6.121
140000000,36.158,109578115,95,7.532
0,34.258,0,79,7.177
0,25.917,0,101,6.4
40000000,31.982,34891791,111,6.865
25000000,37.953,23308615,140,7.8
0,25.502,0,87,5.586
24000000,35.895,83531958,122,7.129
30000000,30.752,2351359,89,7.189
0,32.239,9940717,60,7.817
58500000,38.134,128027976,108,7.367
19000000,41.075,44781695,144,8.221
0,28.103,0,90,6.125
0,33.424,0,79,6.492
0,44.35,0,84,7.024
30000000,39.92,76669806,136,7.559
0,31.18,0,111,6.2
0,33.258,0,94,6.626
0,30.615,0,0,6.0
170000000,34.616,396600000,127,5.975
0,31.244,0,58,6.274
0,34.788,0,90,7.798
0,36.054,0,84,5.997
5400000,33.105,4803565,100,4.922
80000000,37.697,280000000,126,6.902
9000000,34.649,0,95,5.325
10000000,26.097,6272403,92,5.651
0,34.635,0,82,7.715
0,27.21,0,100,7.286
0,33.176,0,123,6.634
55000000,32.332,127906624,104,6.607
25000000,37.077,56505065,130,7.602
3500000,42.076,83453539,88,7.275
3500000,33.674,28215918,91,7.136
0,28.806,0,87,5.1
17700000,34.935,61321941,128,6.785
0,37.925,0,118,7.14
185000000,45.517,786636033,122,5.978
177200000,42.12,225973340,136,6.625
1100000,38.31,57000000,91,7.324
165000000,46.311,310634054,100,6.706
0,26.45,0,26,7.2
3000000,38.611,89328627,86,6.253
0,29.44,0,91,6.311
23600000,35.354,102391540,88,7.264
0,33.934,0,88,5.869
0,29.505,0,120,3.1
5000000,32.419,4493306,136,6.712
0,35.344,0,93,7.33
0,27.044,0,93,5.579
207000000,38.242,562363449,187,6.859
0,31.404,0,82,6.839
150000000,38.338,485930816,138,6.696
18000000,30.236,14134907,131,7.259
10000000,36.738,164874275,108,6.379
250000,30.668,0,120,6.5
85000,32.234,30900000,83,7.306
60000000,38.235,176070171,110,6.76
40000000,37.222,169837010,110,5.548
30000000,33.479,350448145,116,7.112
0,25.3,0,83,5.5
46000000,35.027,122126687,153,8.082
100000000,36.824,362211740,119,5.728
0,28.448,0,89,5.628
0,28.622,0,83,4.9
0,32.325,0,91,5.767
42000000,34.816,119946358,104,5.766
0,32.626,0,58,5.4
0,31.234,0,0,5.2
6900000,37.613,4493017,103,7.851
0,25.99,0,88,5.6
165000000,33.316,389681935,120,5.273
12000000,34.959,29800000,82,7.135
0,22.899,0,73,1.0
26000000,36.504,90941129,90,6.209
0,31.711,0,91,7.354
95000000,35.359,114178613,102,5.49
85000000,32.953,340487652,107,6.803
0,30.856,66207073,120,7.213
0,27.347,0,20,6.923
0,34.595,16441438,75,7.231
0,31.62,6813652,89,6.727
200000000,36.445,0,206,0.0
21000000,30.541,31635150,110,6.715
0,28.162,0,89,6.16
0,33.19,0,90,9.0
57000000,34.585,152944660,144,7.453
60000000,30.24,76249438,102,7.64
0,30.849,0,87,5.5
13300000,22.078,5735963,108,6.124
75000000,30.776,443140005,88,5.629
65000000,33.726,415252786,145,6.6
0,39.39,0,78,6.3
3700000,32.776,0,93,7.367
30000000,35.073,46357676,117,8.138
0,49.679,0,105,10.0
0,35.107,0,111,5.858
0,30.575,0,87,6.018
0,31.597,0,120,5.841
0,32.26,0,69,6.0
65000000,30.721,179379533,83,6.167
150000000,35.713,205366737,131,6.443
0,37.004,22017,117,6.459
2200000,35.904,26589000,137,8.217
70000000,35.756,211819354,116,5.725
28000000,40.401,333000000,118,7.295
35000000,40.457,75836683,122,6.9
0,29.022,0,94,6.763
23000000,38.552,47351251,126,7.863
0,30.799,99849421,115,5.9
0,30.561,0,99,6.822
0,38.291,0,81,6.782
0,30.542,0,98,6.052
830000,35.438,112536,81,8.289
200000000,33.199,141940042,103,7.736
0,28.784,0,0,0.0
0,30.292,4873825,110,5.785
7000000,36.432,85182160,119,7.256
10540,36.031,0,99,7.7
120000000,34.033,609016565,127,7.395
0,24.3,0,108,5.8
17000000,39.745,42698327,115,6.806
125000000,35.824,546388105,123,6.111
0,27.295,532054,92,6.759
11000000,33.072,48572000,96,6.868
500000,32.023,33456317,122,7.624
65000000,32.122,162100000,159,7.472
0,35.97,0,88,7.2
200000000,29.21,836303693,149,6.16
7000000,40.961,0,100,5.789
5883687,31.013,52946454,121,7.808
0,49.01,0,80,0.0
100000000,30.503,268426634,102,6.497
130000000,29.452,150406466,100,6.129
0,31.262,0,2,6.3
25000000,34.9,99357138,101,7.122
0,33.168,0,98,7.742
0,27.446,0,75,6.862
15774948,29.696,15800000,97,6.167
13000000,25.275,37700000,145,5.796
0,33.494,0,35,6.048
0,35.993,144420,91,5.8
70000000,29.688,255000211,112,6.46
22000000,32.494,205035819,100,7.6
0,27.344,0,72,3.5
0,29.016,0,139,6.701
65000000,36.329,84785914,157,7.516
40000000,31.679,91627228,95,5.429
0,36.278,0,93,6.3
42000000,31.676,68467960,91,6.213
22000000,30.225,22400154,83,5.243
10000000,34.927,112983889,97,6.291
0,34.296,0,118,6.405
0,32.174,0,109,6.655
0,29.989,0,105,8.42
110000000,34.965,574480841,108,6.569
0,34.744,0,94,6.262
24000000,33.071,127000000,125,7.602
133000000,33.609,300135367,84,6.037
1200000,29.525,0,91,5.349
0,28.018,0,0,0.0
32350000,36.226,572700000,135,7.89
16000000,39.203,46749646,93,8.006
0,27.014,0,107,5.763
130000000,48.497,371876278,110,5.592
0,25.961,0,100,6.074
0,34.23,9100000,134,7.952
0,25.121,0,80,5.722
0,35.364,0,0,0.0
19800000,34.6,0,124,6.854
0,28.182,0,89,6.375
0,23.437,0,86,0.0
2479000,37.588,7797728,128,8.19
30000000,38.275,0,92,5.632
95000000,35.182,76432727,89,7.249
0,32.456,7230000,131,7.058
0,26.25,0,90,6.098
70000000,48.325,58058367,116,5.766
0,27.657,0,96,7.1
0,30.996,0,104,5.972
34000000,28.938,31626978,119,6.684
0,28.711,0,100,6.01
30000000,42.674,5472914,229,8.441
15000000,38.178,36869414,108,7.569
777000,31.422,140000000,110,7.048
65000000,30.823,128905366,123,5.854
18000000,33.416,74189677,97,6.3
0,29.763,0,88,7.6
0,32.898,0,90,5.557
35000000,32.662,86369815,100,6.24
0,33.192,0,108,5.307
48000000,32.411,0,78,6.838
0,25.738,0,97,6.9
24000000,34.907,83188165,88,5.379
13000000,32.595,35763605,84,6.234
30000000,33.847,48428063,79,6.9
30000000,33.445,296187079,107,7.464
26000000,26.342,102278712,101,7.033
32000000,35.69,147332697,94,7.295
25000000,37.041,65663276,112,7.466
33000000,36.832,54700105,124,6.301
90000000,36.578,366101666,128,7.246
10000000,47.848,0,98,6.325
0,30.797,0,80,5.2
0,27.425,0,71,6.643
0,38.324,1314053,99,5.493
75000000,34.672,817400891,145,6.863
0,29.661,0,95,2.0
40000000,35.97,215862692,128,7.45
2000000,34.119,4905000,127,7.538
21000000,36.368,43928932,92,6.685
0,25.304,0,79,7.27
0,30.14,0,114,7.3
0,32.664,0,133,6.1
0,26.945,0,97,5.136
130000000,34.309,379014294,138,5.608
0,28.431,0,0,0.0
24000000,34.307,155929020,101,6.834
0,47.624,0,117,7.3
20000000,24.663,0,97,7.819
20000000,33.875,23384502,100,6.723
35000000,41.755,81093313,91,5.833
2800000,29.125,0,126,7.741
100000000,34.698,214104620,140,6.677
125000000,32.246,362637473,138,5.649
0,32.842,44852,88,5.909
39200000,29.292,86758912,127,6.898
3000000,32.343,67790117,120,7.8
0,40.022,0,94,5.3
85000000,35.634,450717150,116,7.424
45000000,41.284,76014335,105,6.243
0,27.83,0,60,6.688
110000000,31.233,293329073,100,6.4
116000000,34.028,178127760,108,6.167
27000000,35.826,20158808,102,7.19
0,28.662,0,90,4.613
0,31.821,0,74,6.973
150000000,35.271,301970083,99,5.71
0,23.769,0,87,6.909
0,28.59,0,96,5.959
0,29.474,0,124,6.9
0,35.334,0,116,6.4
66000000,30.963,99318987,122,6.657
150000000,31.513,314432665,81,5.88
0,32.562,678604,106,6.325
0,33.771,0,85,5.6
75000000,27.756,196482882,99,6.836
0,28.809,0,111,7.374
0,37.452,0,76,6.687
6000000,37.161,57615777,95,7.056
55000000,34.65,307077295,117,7.903
15000,47.117,23000,86,6.5
38000000,25.32,207283925,106,6.953
25000000,31.398,156822020,138,7.744
30000000,31.899,176586701,118,6.888
16000000,39.937,53478166,97,7.573
0,30.159,33457923,138,7.782
34000000,33.952,52300000,120,7.143
0,35.288,0,91,7.5
0,34.235,0,75,6.77
0,24.829,0,101,6.073
0,27.553,0,116,8.075
0,42.042,0,0,3.0
137000000,32.476,245360480,138,5.53
10000000,29.731,102952888,92,6.205
0,29.692,0,83,5.0
120000000,31.125,167977596,100,4.413
25000000,30.524,72629670,95,5.52
18300000,31.276,125983972,139,8.113
30000000,29.771,174600318,100,8.055
75000000,35.667,86468162,121,6.809
6000000,36.668,27165581,111,7.103
5000000,30.966,0,63,7.331
120000000,32.803,649398328,142,6.552
40000000,36.911,186167139,82,5.595
13000000,39.759,329398046,108,7.666
0,31.022,0,97,6.755
40000000,31.211,43070915,115,6.397
0,29.775,0,83,6.7
17000000,35.001,136621271,104,6.46
105000000,41.298,351040419,143,7.382
12000000,30.448,33213241,106,6.7
0,32.49,0,74,6.003
0,30.239,54639553,104,6.345
0,26.03,2118582,83,5.5
0,30.914,0,110,7.253
3300000,34.587,30641770,130,8.422
9500000,27.937,111584787,117,6.551
0,24.143,0,70,10.0
0,29.496,26000000,112,7.042
28000000,32.111,58834384,114,6.317
0,24.439,0,95,5.8
0,30.729,17400000,82,7.218
0,29.994,0,90,8.278
35000000,33.182,194564672,121,7.199
0,20.932,0,84,6.773
70000000,33.166,0,94,6.625
0,26.225,0,98,0.0
0,30.073,0,117,5.8
0,32.0,63501160,122,7.87
0,36.577,0,109,7.115
0,25.977,1252637,118,7.451
15000000,35.416,74714298,92,7.383
2000000,32.968,572809,108,6.509
150000000,34.228,0,128,6.344
24000000,33.365,99965753,89,6.082
19000000,38.362,61389680,114,7.515
130000000,30.414,61648500,96,5.823
140000000,46.284,173469516,117,6.317
0,36.899,0,80,4.522
0,33.026,0,87,9.0
1000000,26.7,8556940,91,5.6
30000000,34.723,1015760,114,6.36
70000000,34.845,218613188,99,7.242
70000000,25.968,70060492,117,6.721
0,32.618,0,106,7.707
90000000,26.645,188133322,114,7.169
40000000,32.341,30925690,137,6.207
135000000,32.091,245623848,112,6.001
60000000,34.539,469160692,100,7.41
0,30.385,0,87,5.378
40000000,34.328,71508440,108,6.6
0,23.416,0,103,6.7
0,28.422,7449778,97,6.899
0,30.918,0,77,6.811
20000000,33.618,41627431,115,6.756
0,29.413,0,77,5.4
70000000,32.423,297718711,111,6.988
0,29.757,6999027,102,7.054
0,28.004,0,99,4.625
50000000,29.344,30000000,145,7.7
75000000,33.163,132274484,110,5.795
22000000,33.808,424208848,181,7.854
0,32.122,0,90,5.4
30000000,38.356,90810892,99,6.4
0,22.489,0,67,5.0
0,30.334,0,88,6.3
0,24.66,0,64,0.0
0,29.99,0,81,5.667
0,25.734,0,128,7.908
3000000,25.595,0,70,7.887
60000000,27.142,95396573,130,6.435
75000000,36.437,248118121,106,7.134
0,26.747,0,97,5.5
0,23.429,0,101,6.386
4000000,28.126,21591034,124,7.265
0,26.468,0,126,7.992
0,28.536,2478806,112,6.846
31500000,23.633,14708696,113,6.16
0,30.641,0,132,7.726
200000000,34.826,321669741,140,6.4
130000000,40.323,273339556,147,6.592
0,25.302,0,100,4.75
150000000,39.172,599045960,144,7.535
0,45.44,1681521,98,7.583
41000000,29.719,242875078,111,7.125
2000000,38.767,2381087,102,7.386
0,27.877,0,91,5.5
15000000,27.623,0,87,6.25
0,26.872,0,80,0.0
3000000,38.315,108981275,133,8.423
41000000,34.997,3902761,101,6.81
50000000,34.613,119137784,124,6.628
65000000,36.913,39407616,102,6.365
0,28.649,0,0,0.0
75000000,37.81,224012234,116,6.716
43000000,31.611,158674180,117,6.601
100000000,36.26,314975955,103,6.315
23000000,33.259,149480483,94,7.633
73000000,28.558,349779543,97,6.198
0,29.355,0,162,7.738
100000000,32.961,83869818,129,6.17
125000000,41.304,198802074,118,5.98
15000000,29.553,59389433,107,7.414
15000000,45.263,61399552,99,7.104
0,34.61,0,92,5.471
0,30.105,0,111,6.7
90000000,36.748,429632142,143,7.658
0,27.421,0,88,6.572
0,24.267,0,90,4.6
0,28.093,2325035,100,6.859
25000000,27.29,23580000,97,6.282
175000000,35.593,148675066,126,6.536
115000000,35.24,286140700,109,6.493
40000000,26.935,97984015,104,6.708
23000000,27.121,44000000,112,6.849
6000000,32.199,7500000,114,7.783
68000000,27.729,96976270,131,7.393
0,29.007,0,82,4.806
130000000,33.529,301913131,92,5.589
0,33.48,0,46,7.593
215000,27.277,193355800,85,5.993
0,24.092,1792816,56,7.032
20000000,37.122,53000000,105,7.716
75000000,29.721,262511490,91,6.422
15000000,32.77,90404800,116,7.191
1200000,38.069,2859750,99,8.1
0,35.917,0,74,1.5
0,34.162,0,102,4.8
0,27.224,0,66,6.75
0,28.846,0,103,6.263
18000000,34.101,538400000,124,8.393
15000000,39.565,125212904,93,7.469
2000000,32.767,6666618,81,6.475
58000000,32.909,316800000,135,7.855
0,36.569,0,98,6.246
0,19.215,0,84,6.077
2011799,29.904,252207,92,5.24
175000000,33.965,251410631,101,6.657
6000000,29.56,0,114,6.995
38000000,31.998,119723358,100,5.568
0,27.377,0,105,6.516
30000000,30.196,116643421,97,6.0
65000000,29.499,235666219,120,6.826
31500000,33.244,150000000,147,8.28
67000000,31.009,49169594,94,6.17
0,29.707,0,28,6.798
0,29.512,0,83,7.552
45000000,34.087,20350754,131,5.53
19000000,28.238,91509154,97,5.742
10000000,30.994,259900000,106,6.544
40000000,29.844,216601214,135,7.905
110000000,32.183,169801921,107,6.065
3849408,19.09,0,100,5.7
6000000,35.021,42721196,89,6.813
60000000,34.873,137587063,96,7.3
20000000,25.717,14946150,96,6.54
9000000,29.72,81705746,99,6.12
44000000,24.962,71000000,248,7.075
9500000,30.208,30862156,111,6.889
20000000,28.006,149281606,91,5.309
24000000,28.254,0,69,6.055
10500000,35.502,792965500,115,7.505
20000000,35.152,102034104,99,7.401
15000000,35.999,120207127,110,7.279
0,27.261,10841702,91,8.211
200000000,26.326,654855901,134,6.884
78000000,33.301,248384621,95,6.44
65000000,29.509,147792047,97,7.1
0,44.29,0,100,6.508
1000000,32.345,3301446,117,7.936
0,27.909,0,93,5.984
22000000,31.781,95708457,122,6.801
0,33.246,0,117,2.0
45000000,29.136,101702060,93,6.059
8575000,39.888,38600000,145,8.242
0,32.541,0,105,5.1
0,27.499,0,0,0.0
0,24.483,0,110,7.654
0,24.533,0,0,7.408
3500000,44.11,16367326,104,7.603
0,28.784,0,74,2.0
30000000,30.075,71041255,95,6.599
150000000,30.973,287594577,91,6.0
0,26.719,0,60,8.1
2000000,33.226,24600832,96,7.39
0,21.778,0,62,3.0
94000000,37.272,274650803,118,6.351
15000000,32.513,356296601,122,8.027
0,29.543,0,83,5.4
0,27.214,1015339,130,7.652
18000000,32.406,141774679,96,6.742
17000000,26.659,115400000,112,7.303
4000000,34.304,402352579,238,7.974
25000000,34.604,171627166,122,7.932
0,26.478,0,62,6.981
0,31.199,0,100,6.363
0,24.033,8900000,131,7.447
30000000,24.202,130786397,113,6.664
90000000,28.849,237202299,118,6.403
50000000,39.451,40909909,105,5.478
0,31.962,0,108,7.696
0,27.237,0,73,1.0
3947600,29.659,487625,97,6.09
60000000,29.898,141702264,78,5.536
11400000,27.72,17970000,113,7.215
35000000,27.641,113374103,108,5.926
0,22.323,0,0,0.0
1100000,35.087,20112926,105,7.085
16000000,27.585,247275374,107,6.601
145000000,32.331,403449830,112,5.467
0,27.698,0,84,6.306
0,25.697,31220247,99,6.529
10200000,29.027,35728183,93,5.813
0,32.426,0,85,7.127
52000000,25.176,75450437,112,6.13
0,29.924,0,94,5.4
0,29.872,0,95,6.806
3000000,25.321,30000000,87,5.81
29000000,39.726,287506194,115,6.871
95000000,27.822,250288523,136,6.544
4800000,28.771,81979826,94,5.931
30000000,20.416,0,105,6.152
21000000,29.437,24571,136,7.114
6300000,32.881,13416285,98,7.308
0,26.246,568828,122,5.056
200000,30.861,248639099,81,6.341
0,27.195,0,93,6.275
50000000,28.263,331333876,112,6.844
30000000,32.31,85897593,84,4.028
0,27.187,4100000,91,7.814
0,28.942,0,85,6.7
2280000,28.802,76411819,124,7.371
0,42.52,0,93,4.0
0,21.517,0,165,0.0
20000000,25.352,8352885,100,6.176
0,25.922,700000,91,6.097
120000000,29.601,242688965,118,5.838
150000,27.298,14204632,99,8.117
0,28.765,0,93,5.272
20000000,34.095,230098753,116,8.454
19000000,28.644,32686500,100,6.882
28000000,31.396,201634991,147,7.776
5000000,29.254,103590271,89,5.156
5000000,37.149,22525668,108,7.5
0,26.676,0,77,6.0
0,30.065,0,91,6.641
0,32.428,0,0,0.0
0,26.91,0,85,7.537
0,28.731,0,80,4.7
0,19.541,0,82,5.0
85000000,30.869,298572799,86,6.5
20000000,39.079,67192859,89,4.952
110000000,32.78,563749323,103,5.767
0,27.812,0,116,6.713
0,25.383,0,44,6.69
0,28.065,0,117,7.536
187000,26.176,451000,76,7.237
0,24.408,0,125,6.523
20000000,26.575,136151680,90,5.981
5000000,34.22,32056467,83,7.286
42000000,37.423,201585328,109,6.873
0,25.439,0,60,6.8
50000000,22.237,41000000,144,7.1
0,22.603,0,89,5.5
75000000,29.823,220021259,121,6.053
0,28.16,0,92,7.609
0,29.863,0,75,6.729
0,38.123,0,110,6.539
0,31.757,147214049,87,5.792
0,23.609,0,81,7.805
5000000,35.211,41900000,93,6.657
0,33.216,0,70,4.7
0,21.883,0,10,2.0
35000000,31.071,92158961,92,6.492
7000000,27.616,144492724,124,7.135
18000000,26.868,0,101,6.123
50000000,35.162,40882928,95,6.294
63000000,27.299,296938801,93,5.996
0,26.039,0,122,6.1
1800000,29.596,25878153,98,7.287
11936735,29.707,61631776,99,7.733
88000000,26.797,105316267,118,5.786
0,33.184,0,67,5.3
14000000,27.057,10550350,90,6.658
0,25.848,20725409,119,7.747
0,28.717,0,113,5.147
0,25.09,0,86,7.816
125000000,30.689,767820459,149,6.721
17000000,34.517,18867659,99,6.288
12000000,36.081,60000000,197,7.553
23000000,29.599,99924,102,4.928
30000000,26.597,942666,95,5.691
0,30.346,0,96,7.202
75000000,31.779,349464664,120,6.192
100000000,30.579,206071502,105,7.166
48000000,29.028,249348933,115,6.648
0,42.69,0,90,8.0
75000000,34.523,335062621,137,7.094
0,25.383,0,115,5.92
0,26.805,0,113,7.217
140000000,32.62,456758981,154,7.569
0,27.077,0,91,6.464
0,32.568,0,74,6.536
10000000,30.916,36230219,107,6.194
0,21.891,0,155,7.376
0,27.681,0,0,0.0
120000000,27.06,0,0,0.0
80000000,28.664,311950384,104,7.212
0,31.068,0,97,6.45
30000000,30.21,447407695,129,7.891
0,23.414,0,93,4.708
0,21.455,0,113,6.487
0,24.253,0,132,6.125
49000000,27.451,352927224,127,6.897
10000000,30.058,0,96,6.4
0,26.251,3597587,110,8.0
0,42.427,0,229,6.75
0,29.325,0,0,0.0
0,27.894,0,95,5.778
42000000,35.059,39861118,110,6.8
110000000,29.244,177238796,117,6.393
0,29.662,0,95,6.0
30000000,26.79,163649270,84,6.655
17739525,33.765,0,123,6.925
6500000,28.244,2200000,91,5.798
0,27.057,0,84,7.521
0,18.13,0,105,8.437
0,21.312,0,101,5.7
0,27.982,54016370,75,7.177
0,26.364,0,95,6.1
75000000,28.403,0,110,7.955
5500000,29.884,4942449,97,7.44
75000000,37.629,288500217,108,7.307
35000000,33.728,131095990,110,7.065
35000000,30.978,147934180,88,5.769
65000000,28.325,133821816,119,6.23
40000000,24.779,138259062,99,5.7
0,34.928,0,85,7.167
20000000,26.279,32948113,95,5.9
0,30.578,0,85,5.65
16000000,31.826,12885193,116,6.891
4000000,30.48,15656193,118,7.028
0,40.028,0,110,7.3
102000000,29.074,358372926,145,7.336
0,28.667,0,100,4.5
48000000,33.522,22420000,122,6.197
0,27.892,0,93,7.0
0,32.449,0,117,6.658
5000000,27.774,3800000,97,5.856
70000000,29.97,162000000,109,6.126
21000000,31.419,83137603,81,7.242
0,20.794,0,45,6.8
30000000,25.166,82394288,100,6.032
70000000,35.162,130293714,146,7.4
200000000,31.131,788976453,127,7.244
0,32.261,0,100,7.689
15000000,25.46,50000000,162,7.066
0,22.44,1474579,93,6.072
0,26.841,0,77,6.694
144000000,33.06,229147509,117,5.37
0,23.756,3438735,114,7.637
20000000,28.205,136316880,102,6.283
15000000,29.355,123726688,123,7.863
30000000,31.203,2527904,129,6.727
90000000,31.95,524028679,129,7.2
0,32.205,0,93,6.525
70000000,25.483,17752940,133,5.48
75000000,31.88,153235995,158,6.637
60000000,38.795,214034224,119,7.454
18300000,27.253,112790210,141,8.207
15000000,27.394,69995385,228,7.978
55000000,23.401,0,147,7.9
3000000,30.139,515905,82,7.938
3000000,28.185,242623,103,7.408
10000000,26.386,173921954,122,7.903
150000000,37.987,335802786,166,7.578
0,27.4,0,100,7.262
0,28.235,0,83,6.3
5000000,25.509,0,98,5.36
20000000,30.486,21164799,92,4.863
0,21.515,0,96,7.197
2700000,25.178,141000000,109,7.002
3000000,36.329,15194593,120,8.27
82000000,27.929,89792502,110,6.172
25000000,26.577,170764026,85,6.667
30000000,28.677,54819301,92,5.769
9000000,30.024,39723096,113,8.19
110000000,28.424,383531464,128,6.6
20000000,18.418,61276872,107,7.757
0,20.969,43051547,122,6.944
0,27.534,889529,112,6.449
0,23.875,0,100,6.556
84000000,29.37,432844677,105,7.916
30000000,29.962,53898845,105,6.384
0,32.107,0,62,6.0
0,31.407,0,0,0.0
75000000,24.969,190304772,97,7.525
100000000,33.207,333535934,106,5.774
0,32.255,43220000,132,6.642
0,26.738,0,99,6.2
0,22.771,0,87,6.2
0,27.709,0,106,7.679
105000000,33.503,121214377,129,7.016
23000000,35.201,105232691,126,6.9
4500000,32.255,5078400,118,6.384
0,27.725,0,110,6.553
0,26.451,0,75,6.83
50000000,24.595,159773545,114,6.351
28000000,29.695,45395069,96,7.057
5000000,28.545,85720385,113,7.202
35000000,28.345,20000000,108,7.1
110000000,28.99,487287646,120,6.675
15000000,41.429,46969409,117,7.842
25000000,25.939,30700000,87,6.0
0,25.687,0,25,6.547
0,24.241,0,8,6.832
0,28.597,0,123,6.94
0,24.369,0,110,3.2
3000000,29.635,82515113,110,6.863
120000000,29.545,259175788,106,5.5
0,24.96,871621,141,8.016
135000000,27.534,282570682,96,6.17
105000000,36.136,133718711,113,5.905
47000000,28.183,10539000,81,4.9
92000000,27.331,195702811,107,6.623
0,28.463,0,75,6.618
0,22.71,0,81,9.0
125000000,29.224,334615000,129,7.129
75000000,27.965,0,127,7.047
0,26.779,5251349,115,6.67
6500000,28.879,48021766,90,6.319
14000000,27.852,0,0,0.0
40000000,30.668,46471023,87,7.778
30000000,34.565,152159461,136,7.878
0,21.568,0,45,5.972
3000000,25.114,15938065,88,4.52
30000000,34.964,495303,84,6.308
30000000,25.962,288752301,117,6.86
13500000,24.673,91542097,88,6.314
30000000,30.263,210819611,112,7.416
60000000,29.862,171757863,83,6.1
10000000,27.158,21633874,120,5.873
15000000,34.609,32721635,110,6.462
30000000,24.358,100491683,79,6.171
130000000,33.958,185258983,163,7.329
0,24.211,0,89,5.36
110000000,27.854,145358062,76,6.03
0,17.605,36782781,98,7.435
0,29.902,0,73,6.652
0,38.801,0,85,3.7
69000000,29.321,0,131,6.1
125000000,29.619,26508132,109,6.656
60000000,35.347,71073932,101,5.007
3500000,30.847,0,76,7.742
3500000,25.798,40423945,92,6.915
44000000,28.249,155160045,128,7.059
40000000,31.892,116300000,108,5.464
0,18.56,93434,87,6.594
0,26.162,92300000,155,8.292
0,25.241,61700000,134,7.564
0,22.004,0,165,6.794
3000000,22.648,0,98,7.058
40000000,29.385,28169671,109,5.764
0,31.634,0,83,6.981
0,22.916,0,28,5.0
0,24.879,0,80,7.337
10000000,27.281,139352633,93,6.148
6100000,29.279,30097092,99,7.536
80000000,26.878,157107755,118,6.78
0,21.709,0,89,6.691
11800000,30.376,47494916,101,7.745
0,24.379,0,23,6.685
25000000,27.624,123276807,97,6.646
11000000,27.271,153083102,106,7.091
0,19.939,0,82,1.5
0,27.884,0,125,7.927
75000000,32.322,342695435,87,5.689
38000000,29.719,197011982,84,5.076
50000000,31.468,116112375,179,8.016
100000000,34.518,325338851,91,7.098
80000000,29.769,343397247,83,6.522
0,27.163,0,100,6.076
