budget,popularity,revenue,runtime,vote_average
12000000,16.385,27020284,97,6.126
0,15.913,0,71,1.0
35000000,18.226,15304890,96,6.936
0,15.873,0,108,6.872
0,15.231,0,0,6.0
0,22.024,0,99,8.301
15000000,23.824,92863945,119,7.28
0,14.623,12550000,97,6.7
115000000,19.273,77628265,134,6.24
0,23.629,0,89,5.855
0,19.072,2455831,93,7.6
150000000,17.623,292817841,88,5.5
0,18.285,0,118,6.16
2500000,17.622,7235,117,6.48
0,15.121,0,101,6.954
0,18.42,0,110,8.144
0,17.458,0,106,6.3
0,19.621,42538454,90,6.9
30000000,15.621,160259319,111,6.403
0,16.15,5589910,99,6.03
0,18.269,0,109,7.3
20000000,19.07,48548426,83,4.205
0,14.47,0,88,5.8
0,17.999,0,86,4.667
38000000,20.818,57319029,107,6.377
25000000,24.12,51549674,83,5.578
27575,18.667,3151130,92,7.426
15000000,16.707,6100000,114,6.666
14000000,18.217,239606210,110,5.816
30000000,18.818,64626786,89,5.283
0,17.805,0,84,6.4
0,15.141,87212911,131,8.283
1000000,18.814,17985893,91,6.564
6000000,17.063,5617391,76,7.519
0,16.62,0,72,6.893
0,16.564,0,92,5.907
0,20.368,0,91,6.449
7000000,18.811,201500000,95,6.515
1958878,14.181,0,106,5.9
2239000,24.361,10000000,113,7.53
3500000,19.612,7766240,98,6.167
5000000,18.761,28200000,127,7.077
5000000,17.562,25562924,86,5.283
7500000,19.362,10109659,93,5.701
40000000,20.892,27423319,133,7.02
20000000,13.619,17399000,108,6.9
0,15.67,0,103,6.146
2800000,19.807,86273333,106,7.916
0,12.995,0,105,6.568
0,19.87,0,80,7.0
17000000,20.757,72661442,170,7.543
33000000,22.555,21274717,87,5.339
14000000,17.746,0,142,6.931
5000000,18.855,85196485,110,6.161
4000000,19.105,16853487,89,6.2
15000000,14.373,7060384,105,6.281
0,21.11,269980,115,6.805
20000000,19.605,57588485,118,6.864
0,20.359,0,92,5.22
0,17.603,0,0,0.0
0,14.924,0,100,7.407
0,11.21,0,127,7.0
0,18.36,0,88,6.663
43000000,17.341,35164920,115,6.1
0,15.103,3800000,78,6.9
0,16.117,0,84,7.619
0,14.733,0,90,4.788
25000000,20.3,281929795,97,6.748
70000000,24.252,579220560,139,7.14
0,14.444,13325763,108,6.6
0,16.598,0,77,7.704
15000000,18.048,96408652,96,6.797
11000000,16.8,45967935,114,7.116
1200000,15.598,0,94,5.51
68000000,17.753,55003890,135,5.321
5000000,17.299,44459951,104,6.447
250,14.197,0,90,6.971
40000000,15.349,111811453,100,6.009
0,17.294,0,106,8.0
80000000,21.597,203509374,80,5.61
0,19.849,13603453,99,7.1
6000000,15.599,11122090,96,6.724
0,14.598,0,79,6.2
22000000,15.844,26570463,105,5.967
57000000,14.593,115267375,103,6.53
950000,20.043,7022209,103,6.826
30000000,19.1,59284015,140,7.146
0,15.094,55447968,112,6.916
0,15.116,0,90,5.371
2000000,20.091,2260622,85,5.519
0,14.071,0,53,7.1
750000,17.992,0,103,7.373
15000000,16.292,40283321,104,6.504
15000000,20.74,0,98,7.031
25000000,20.59,12729917,102,7.266
900000,24.168,20483423,95,6.786
10000000,22.539,54999651,91,6.485
60000000,19.041,122426792,134,7.188
90000000,18.54,69131860,92,5.568
0,14.241,0,0,0.0
0,17.593,358156,93,5.454
0,14.818,0,90,5.677
1,18.398,0,64,6.0
0,23.597,0,106,7.402
0,13.378,0,156,8.4
0,15.655,25386,98,5.8
38000000,15.089,49678401,111,6.1
0,19.096,6914017,85,6.802
22000000,21.537,17336370,106,5.681
0,14.019,0,110,3.8
5000000,17.289,0,87,6.322
30000000,19.289,41480851,125,7.001
0,18.597,0,82,7.761
0,24.135,0,97,5.867
35000000,18.088,96753696,88,5.504
38000000,22.037,58401898,133,6.46
0,18.338,0,81,7.005
22000000,18.956,15447154,92,6.498
62000000,17.636,127666415,116,6.452
0,13.408,500000,98,6.28
20000000,19.085,37597471,97,5.5
0,10.837,0,15,7.58
0,14.858,0,104,6.307
0,17.376,0,60,1.0
6000000,24.035,17555141,141,7.286
85000000,20.335,208076205,115,6.442
9300000,19.281,20100000,90,6.484
22000000,20.181,50750000,175,7.23
0,15.923,0,81,4.571
7500000,17.08,18869631,99,6.073
0,20.78,0,101,7.147
23000000,16.331,38505009,93,6.372
0,19.784,0,99,5.833
0,19.336,0,55,6.8
0,17.08,20867919,71,6.617
0,15.314,0,96,4.5
0,14.283,0,84,7.152
0,17.528,20471382,108,5.801
3500000,15.027,14000000,92,6.245
25000,14.278,2000000,81,6.601
0,14.228,0,83,5.0
0,20.277,0,97,5.655
20000000,17.337,38673750,120,7.419
0,22.328,0,94,4.765
0,15.826,13200000,108,7.045
28000000,23.979,53260230,113,6.07
0,14.379,0,0,6.81
0,13.586,0,93,6.473
5037000,16.575,14483352,168,7.1
0,14.581,0,93,6.213
0,16.125,0,70,1.0
0,16.23,0,78,7.654
0,19.024,0,94,5.802
15000000,22.325,67091915,158,7.201
0,14.591,0,85,7.589
0,14.854,0,52,6.525
34000000,21.275,95608995,86,6.106
0,16.8,2587072,104,7.304
8538703,23.472,5000000,117,7.107
12000000,13.573,0,136,6.6
13000000,14.117,90410749,168,7.652
0,22.704,9048531,129,7.0
10000000,16.971,0,128,6.4
0,17.795,0,128,6.326
310607,18.272,0,62,7.825
6000000,20.021,8618766,120,7.639
15000000,20.671,9900000,143,7.685
0,14.829,0,81,5.846
35000000,17.521,27965865,95,6.8
80000000,18.088,460919368,147,7.01
4600000,12.571,1432799,97,5.693
15000000,21.419,42724017,130,6.871
7500000,21.469,129795554,124,7.025
0,14.826,14097,93,6.615
0,17.825,0,54,7.8
7000000,18.318,34348444,101,7.517
0,16.074,0,83,8.1
3400000,14.319,114000000,88,6.565
10000000,20.167,4711220,105,5.196
0,14.768,19054,94,7.725
0,15.688,0,50,5.8
0,15.86,0,96,7.261
0,19.061,0,127,4.656
55000000,19.918,65664721,102,6.422
0,16.645,0,71,3.0
28000000,22.516,11373501,86,6.49
0,18.237,0,0,6.0
0,18.078,0,102,5.537
30200000,18.422,173000000,124,7.009
27000000,23.94,13670688,75,6.4
0,15.257,0,80,4.0
20000000,18.82,43967255,111,7.098
48000000,19.116,197079546,111,6.7
0,12.125,0,0,7.5
90,23.067,1410778,91,6.378
12000000,18.815,46044400,94,6.008
11000000,20.765,111858363,200,7.556
28000000,18.067,10126458,91,4.908
5000000,20.064,52700000,117,6.122
0,12.223,0,92,5.5
0,17.066,68929150,130,6.7
0,18.315,6700000,72,6.8
0,14.242,0,88,5.5
2500000,20.083,0,106,7.078
80000000,19.014,122444772,89,6.094
0,18.812,126,108,4.622
0,16.272,12104595,104,5.424
14000000,23.71,63513743,120,6.931
0,17.585,495268,89,6.742
0,15.591,0,107,7.813
0,17.562,0,91,6.079
3000000,15.009,19444631,93,6.114
25000000,17.558,6265311,140,6.865
0,14.649,0,76,6.6
26000000,16.808,18900000,126,6.84
0,23.864,0,131,5.679
0,13.855,0,110,6.456
0,21.32,25373,89,6.047
32679734,18.063,4412639,120,6.557
10000000,16.057,0,88,4.554
75000000,16.456,46733235,104,6.728
0,21.442,0,124,6.44
18000000,23.843,43387445,98,6.442
5000000,22.355,109280263,110,7.59
0,15.004,2003822,120,7.2
21000000,22.566,97409779,94,6.226
0,16.054,0,93,5.389
0,14.809,0,99,5.5
0,13.812,0,90,0.0
40000000,16.555,38805380,102,4.297
120000,15.252,0,83,4.542
0,17.364,0,29,6.0
88000000,15.253,108539911,144,7.535
0,23.814,0,111,6.517
0,16.629,0,94,7.717
0,17.929,0,72,4.0
14000000,20.201,30749142,118,4.525
0,18.559,0,109,7.0
0,15.251,55240,143,8.35
0,18.05,4662137,85,6.246
55000000,21.0,70692101,122,6.937
22500000,21.148,18671317,113,7.166
0,12.323,0,100,7.149
800000,20.415,0,93,5.7
40000000,23.765,413844,111,6.17
0,12.808,0,106,7.556
0,14.812,0,84,0.0
20000000,15.946,59000000,104,6.506
103000000,14.754,132675864,109,5.106
9600000,13.301,5383097,125,6.579
8500000,15.945,32222567,97,7.056
28000000,16.995,77516304,90,6.891
21000000,15.251,30718107,95,6.206
40000000,16.694,205405498,189,7.624
0,16.578,0,62,7.544
500000,19.993,10166459,86,5.634
30000000,23.73,70200000,106,5.735
9200000,15.796,24930592,142,7.523
6000000,20.295,5206,93,6.213
0,19.341,0,106,6.79
3500000,14.044,0,75,6.684
0,18.792,43312294,117,6.815
0,18.35,0,96,4.611
0,13.474,0,93,0.0
50000000,15.189,152022101,109,5.513
32000000,22.789,36733909,127,6.879
400000,19.34,60000000,95,7.082
0,19.553,0,102,7.263
70000000,18.639,118000000,103,6.426
0,14.553,0,84,7.221
0,14.299,0,77,6.844
3040046,19.789,0,101,5.724
18000000,16.789,0,174,7.3
9000000,21.445,78988148,138,7.533
9400000,19.738,60000000,163,6.979
7000000,16.538,0,101,6.172
11500005,20.886,11859533,160,8.067
0,11.12,0,106,6.604
1000000,16.967,0,85,4.806
0,18.487,40152148,97,6.08
1400010,17.387,80631,129,6.982
0,23.667,1323415,94,5.876
0,14.563,205000000,125,6.908
0,17.538,0,90,7.621
0,23.435,0,106,7.355
20000000,17.494,97644617,117,6.633
150,16.888,0,15,0.0
0,17.3,0,80,0.0
0,20.034,0,22,7.05
80000000,18.292,214115531,96,6.796
30000000,14.782,14110589,102,5.6
25000000,15.982,65088797,106,6.658
0,19.133,0,99,8.072
18000000,17.484,68844775,87,6.152
0,17.79,1052222,86,5.427
15000000,22.934,414211549,118,7.738
80000000,18.283,230685453,110,6.168
15000000,20.031,64000000,94,6.301
2033000,15.782,3981000,102,7.467
15000000,20.283,8786375,101,6.4
28000000,19.432,90259536,90,7.177
84000000,17.731,123307945,106,4.975
0,16.787,0,80,8.0
0,12.52,0,0,5.128
1800000,16.48,46665856,125,7.834
0,20.287,0,97,0.0
12000000,18.782,42345360,165,8.056
0,15.219,0,68,5.0
28000000,17.48,47053625,99,5.185
30000000,18.036,8574339,141,6.38
100000000,18.431,202026112,90,6.193
9000000,19.481,82391145,86,6.109
9000000,18.178,21057208,170,8.278
0,14.78,0,96,6.615
0,17.033,0,98,6.229
175000,15.029,0,110,6.3
25000000,21.976,40903593,113,7.364
0,15.283,3029287,109,6.293
12000000,23.575,37589296,102,7.305
27000000,13.975,101646581,99,5.985
0,15.151,0,21,6.8
30000000,16.528,14460000,63,6.9
0,14.777,0,83,6.751
0,10.961,0,90,4.5
23934823,14.788,2078370,119,6.871
0,13.259,0,15,5.3
1,23.561,1,0,0.0
23000000,20.525,36642838,97,6.48
7000000,16.173,9229401,91,6.0
15000000,20.275,10907485,116,6.875
0,22.723,39768000,124,7.135
5000000,16.229,45172994,89,5.208
0,18.025,10597734,93,6.1
0,13.036,0,98,5.927
0,18.538,0,115,6.136
24720400,15.526,0,76,6.6
70200000,18.024,0,101,5.779
12000000,19.122,39673162,154,7.354
40000000,17.472,54682547,110,6.508
0,16.041,0,90,5.9
28000000,16.775,27139524,96,6.077
45000000,16.56,129394835,94,6.346
0,18.022,0,80,7.595
0,15.741,0,0,7.439
0,17.383,0,104,6.467
0,21.27,0,98,6.933
0,12.919,0,125,5.4
35000000,17.022,60321861,123,7.373
0,15.021,0,90,6.707
0,15.463,0,135,8.5
100000,16.525,1929659,93,7.109
30000000,15.52,32500000,93,5.684
0,17.946,0,103,5.784
5000000,19.022,388789,95,5.485
0,15.046,0,0,4.0
2000000,21.217,11000000,125,8.348
55000000,19.418,152263880,97,6.07
0,14.025,0,98,5.249
13749400,18.724,2842040,90,6.306
0,15.27,4571025,75,7.347
69000000,20.115,7993039,102,7.347
32000000,21.416,51155219,137,6.818
0,17.505,0,88,5.2
3000000,16.265,3076820,87,6.3
0,20.466,0,94,6.618
0,16.06,0,83,7.2
0,17.094,0,108,5.471
4500000,16.515,0,96,3.955
40000000,18.774,0,149,7.212
140000000,23.433,431971116,133,5.957
70000000,23.433,131457682,136,7.17
350000,13.514,0,75,3.631
35,15.661,0,84,6.285
60000000,23.429,113231078,95,5.675
25000000,21.265,129115,100,6.722
0,18.718,0,87,5.348
0,12.7,0,99,7.438
22000000,22.211,84772742,84,5.097
0,17.01,0,0,0.0
0,17.761,0,93,7.879
60000000,17.011,95427515,119,6.2
170000000,16.71,222104681,106,5.319
75000000,17.51,13596911,95,6.508
100000000,20.411,68688831,102,5.4
0,13.509,0,209,7.771
0,15.515,0,89,5.6
26000000,23.408,71870729,107,7.331
0,12.527,0,72,7.7
0,14.515,0,106,6.439
45000000,20.509,38399961,112,7.1
40000000,16.513,44922302,139,6.7
0,17.114,3283369,102,7.215
0,15.024,20150000,120,7.7
11700000,17.756,88036683,110,6.865
0,15.763,0,126,7.757
13938145,18.013,30169000,136,7.496
50000000,17.256,69834815,87,6.4
0,19.858,37795598,119,7.513
0,17.033,0,109,6.829
13000000,17.505,27007143,91,5.9
19000000,14.71,45158254,111,5.681
30000000,15.752,57400547,95,6.099
0,12.377,0,80,3.625
0,16.268,0,93,6.502
0,12.762,0,121,6.334
0,14.815,0,132,6.5
0,15.002,40945,80,7.6
0,15.711,0,91,3.528
0,17.17,0,97,6.7
56000000,15.252,142044638,118,5.883
0,11.581,0,80,7.1
3500000,20.205,0,72,7.219
0,16.2,0,93,6.767
8900000,14.255,4100000,93,6.098
5500000,20.199,159616327,129,8.021
24000000,21.448,182016617,135,7.694
500000,18.0,0,88,4.687
10000000,18.998,44460850,82,6.535
825370,19.397,119266,107,8.019
0,19.751,80300000,127,7.9
0,17.247,0,95,6.275
45000000,19.398,90683916,101,7.058
26000000,17.647,90574188,95,6.711
0,15.761,449753,120,7.015
0,17.824,0,99,0.0
15000000,18.497,47737094,90,4.244
10000000,16.695,126247,83,4.558
2000000,20.145,13167232,86,6.399
0,15.208,0,93,6.475
0,14.25,0,84,6.2
0,18.006,0,69,0.0
2100000,13.687,585443,88,7.2
0,19.953,1119537,103,6.495
0,20.265,0,82,5.484
7800000,16.994,22441323,102,6.509
28000000,17.194,14051384,123,5.339
0,17.819,0,96,8.184
0,15.261,0,104,7.06
0,14.506,0,7,7.233
0,14.244,0,149,7.81
0,14.236,0,115,6.116
7920000,19.94,14560084,140,7.144
0,17.249,0,111,6.968
8000000,18.092,49000000,122,7.171
0,12.191,0,102,5.5
0,16.502,48045728,102,8.424
0,19.991,5102705,96,7.582
7000000,18.942,48126384,109,7.319
0,13.979,0,88,4.586
3500000,19.241,0,78,7.178
7500000,17.888,62493712,109,7.208
55000000,20.188,99274467,110,6.409
0,15.492,96119773,140,7.4
0,15.992,0,113,7.104
31000000,16.497,48800000,89,6.23
0,16.297,0,97,5.0
7000000,20.688,8900000,101,7.176
0,13.247,0,18,0.0
0,12.242,0,100,6.3
0,14.238,0,108,6.4
0,13.021,0,101,7.668
6500000,20.011,937490,97,6.065
4000000,15.252,14871307,96,7.538
0,13.987,0,90,5.473
15000000,17.486,32556119,108,6.105
0,17.666,0,93,5.7
25000000,18.688,114977104,108,6.839
0,15.236,881779,85,5.456
0,20.684,0,121,6.994
0,18.485,0,91,4.827
3000000,15.083,29800000,130,7.545
80000000,17.935,40170558,99,5.966
15000000,23.169,3533227,98,6.124
0,14.558,222840,72,7.346
20000000,15.735,39782683,109,6.559
0,17.091,0,0,7.095
1752000,23.157,5000000,110,8.361
40000000,23.155,114830111,99,6.977
0,12.491,0,0,0.0
0,15.381,0,52,6.2
0,14.481,0,85,5.894
32000000,16.983,80205382,107,6.221
0,14.369,0,19,6.429
10000000,23.146,85300000,106,6.538
10000000,15.38,0,91,5.428
38000000,19.479,28946127,79,6.557
0,13.249,0,96,5.7
0,12.197,0,122,8.457
0,13.74,0,71,0.0
40000000,18.239,0,125,6.736
10000000,23.12,40697761,98,6.56
0,18.727,0,130,5.549
23869,23.11,0,37,0.0
0,17.73,0,90,5.582
0,19.488,0,97,4.914
810000,17.625,0,94,7.369
16723043,16.484,0,138,6.3
20000000,18.73,0,103,6.1
40000000,19.926,120455994,120,6.982
2000000,15.925,0,99,5.43
8000000,16.489,40600000,102,6.1
6500000,18.873,37295445,120,7.761
0,23.082,23803308,115,7.557
0,16.383,0,93,6.0
0,16.476,0,85,5.364
0,16.986,0,75,6.5
0,14.575,0,70,4.7
0,23.064,0,0,5.3
0,17.222,0,75,6.272
0,18.224,0,26,6.425
20000000,14.99,0,100,5.531
6000000,21.681,1214525,122,6.203
0,18.472,0,60,6.474
55000000,21.17,121969216,133,6.247
0,15.229,0,90,6.194
0,15.724,0,90,5.25
32000000,15.919,60328558,101,6.791
100000000,18.122,117831631,105,5.525
80000000,21.519,181001478,117,7.355
0,19.868,0,73,3.8
52000000,18.669,205668210,106,5.859
100000000,20.467,291420351,130,6.406
375000,15.367,1772000,100,7.759
0,16.969,0,88,5.8
0,19.566,0,118,6.2
0,14.97,0,72,7.673
16000000,21.866,56032889,113,7.108
27000000,16.913,179033791,114,6.4
30000000,17.97,14793385,121,7.074
0,13.216,0,110,6.307
30000000,17.714,29413900,123,6.426
75600000,20.964,12506188,83,5.4
0,14.719,0,80,0.0
0,17.755,0,113,6.9
0,13.47,0,130,7.647
10000000,19.417,53329150,97,5.868
6000000,15.474,1023510,111,6.03
0,16.466,0,115,6.5
40000000,17.913,22044277,91,6.101
25000000,17.914,66980456,97,6.55
20000000,19.215,46069568,107,6.2
0,13.239,0,75,5.5
0,17.621,0,102,4.7
50000000,18.408,42277365,97,5.849
0,16.012,39200,125,5.922
15000000,18.711,2424381,98,5.264
0,14.22,0,98,6.017
12000000,15.745,0,99,5.605
0,17.523,0,94,5.469
27000000,16.307,115505027,104,6.834
20000000,18.956,18432000,121,7.035
17759769,15.957,43306325,110,7.0
0,18.002,0,96,5.296
0,16.456,17277,93,7.2
17000000,17.754,76800000,88,5.466
35000000,16.908,13785015,106,5.726
0,16.527,0,71,3.8
0,21.462,7027336,121,7.014
0,15.653,0,98,7.69
0,15.453,23000000,117,7.015
0,18.165,0,101,6.386
22000000,19.404,68625104,115,6.6
0,15.491,0,88,4.8
0,11.511,0,0,0.0
0,12.417,3758846,95,6.036
0,19.632,0,113,6.403
0,16.703,7401480,110,6.883
0,14.712,0,103,6.5
6500000,17.699,11850214,105,6.931
0,17.249,0,92,6.3
63000000,18.451,183953723,95,5.743
0,16.525,0,108,6.344
35000000,21.55,78269970,115,6.644
13000000,18.348,73180723,83,5.54
36000000,17.404,88528280,97,7.242
30000000,20.448,34252847,113,5.874
0,16.7,0,16,6.675
0,17.671,0,76,6.792
0,16.898,75871032,92,5.722
0,22.831,0,69,5.0
20000000,17.455,0,113,5.3
10000000,17.7,1034589,99,5.8
0,16.448,41624046,87,6.5
0,20.196,70611210,87,5.322
0,13.228,0,111,7.0
0,20.951,0,88,6.026
0,12.948,0,109,6.581
60000000,16.545,47386287,124,7.494
0,16.447,0,105,6.6
0,17.058,0,36,8.474
0,13.944,0,70,6.428
22000000,15.643,42313354,110,6.133
0,15.408,3825668,127,7.699
0,19.566,0,83,6.5
40000000,15.194,0,90,6.205
35000000,18.443,45479110,101,6.08
52000000,19.195,216485654,125,5.901
15000000,16.093,3756869,134,7.608
73000,18.372,8000000,71,5.295
0,10.983,0,70,10.0
0,16.692,334000000,81,6.552
0,16.891,0,30,7.745
7000000,14.151,2900000,108,6.298
15000000,20.79,43848069,126,7.183
2600000,15.083,0,92,5.993
0,18.431,0,81,6.485
30000000,17.291,33296457,97,5.336
0,16.94,5000000,102,7.237
0,16.478,0,110,7.06
13000000,16.645,9101546,133,7.452
0,13.638,4469460,95,7.437
40000000,19.038,144056873,119,6.462
1900000,19.838,3250000,98,7.286
0,11.466,0,91,6.838
4300000,14.636,126737428,96,6.939
0,11.33,0,119,7.3
0,18.437,16487322,86,5.8
0,14.493,0,109,5.853
27000000,15.337,7164778,111,6.383
25000000,14.887,14109284,87,3.274
50000000,17.384,189859560,127,6.528
8000000,16.939,0,91,6.073
0,16.242,0,108,7.148
0,16.222,0,160,8.23
4000000,13.083,14800000,97,7.333
3000000,16.934,0,180,7.2
1000000,15.324,0,84,7.8
45000000,20.039,50548152,133,7.038
0,17.423,0,100,5.8
25000000,20.833,289317794,123,6.873
10000000,18.782,7433663,97,5.84
7500000,17.484,19000000,107,7.501
17000000,18.782,59490000,103,7.365
0,14.183,0,74,7.22
0,13.03,0,103,7.091
130000000,20.39,348807090,131,6.517
0,15.586,0,118,6.364
22000000,17.437,41087017,91,6.086
45000000,17.681,10667893,82,5.948
0,17.684,124358,88,5.728
25000000,15.431,0,104,5.931
0,11.095,0,167,0.0
29700000,19.787,870322670,124,6.6
15000000,17.18,44862187,104,6.78
25000000,16.196,0,91,5.911
2000000,15.199,510466,92,6.0
22000000,22.662,13025860,122,6.295
0,16.086,0,88,7.167
55000000,21.879,174463257,92,5.591
0,18.633,7700259,105,7.631
0,20.385,0,104,6.39
15000000,19.677,19885552,109,6.597
11000000,20.93,7847000,93,6.729
0,12.007,0,117,6.083
10000000,19.126,21486757,104,5.879
0,16.461,176248,105,7.001
0,13.929,0,97,6.476
0,14.182,0,109,6.153
0,16.431,0,26,7.248
105000000,14.149,115772733,119,6.502
6000000,20.375,25792310,100,6.604
0,17.45,0,87,6.537
60000000,22.378,49000000,111,6.943
26000000,21.625,0,100,6.02
10000000,20.125,31429330,130,6.906
40000000,18.374,262500000,108,6.251
0,16.675,0,73,8.03
8000000,17.123,17460020,82,6.299
0,13.498,0,67,3.5
7000000,17.622,34368475,102,6.865
24625000,14.631,38600000,102,5.504
15000000,15.176,20546518,96,5.519
0,16.157,0,11,6.25
60000,14.372,3221152,84,7.122
0,19.191,70018,118,5.776
0,12.381,0,91,6.104
18000000,17.171,46908987,103,6.7
0,11.968,0,104,1.0
60000000,19.322,0,28,6.326
0,18.27,0,84,6.945
0,13.12,6000000,101,6.889
12400000,12.632,0,111,6.071
0,15.177,0,94,5.836
20000000,14.675,55030051,112,6.309
0,12.078,0,110,5.745
50000000,15.169,56714147,120,6.141
0,13.924,0,23,6.844
0,15.176,3729856,108,6.646
1000000,20.62,15440333,112,6.945
0,13.724,0,108,6.411
12500000,15.87,1353868,107,5.566
0,15.917,0,90,5.3
0,14.272,0,87,7.006
0,11.946,0,103,5.197
4000000,20.918,13475000,113,7.695
0,15.43,0,85,8.464
6000000,14.916,30000000,114,5.573
0,13.685,0,101,5.1
0,18.168,0,45,7.893
10500000,18.419,1363964,92,6.4
17000000,20.916,293671,96,6.459
0,17.252,0,87,4.7
0,12.92,0,104,6.746
10000000,17.922,0,112,6.075
0,15.169,6300000,83,7.905
36000000,19.918,57284237,155,7.3
0,15.969,336472,106,7.6
2068000,17.914,0,114,7.525
0,17.923,0,102,5.657
5000000,16.428,22304357,87,6.0
0,12.147,0,90,7.8
0,16.721,0,0,6.769
0,15.132,0,44,6.645
0,12.226,0,111,7.5
5000000,16.812,328203506,104,6.38
10000000,19.962,8801940,114,6.78
0,18.875,44291,100,6.429
50000000,16.368,56722693,100,4.878
42000000,20.664,46221189,102,6.421
25000000,13.661,12700000,254,6.9
80000000,17.367,52099090,117,6.591
0,16.415,0,72,7.187
0,19.863,0,78,6.957
0,22.495,0,115,6.393
0,16.444,0,112,7.271
0,15.918,0,104,6.388
6000000,16.409,5844868,98,6.967
55000000,17.135,43000000,143,7.266
0,14.916,6000000,106,7.853
0,19.661,0,88,6.361
0,15.158,0,0,0.0
3500000,14.673,1593464,105,7.465
365000,21.909,1400000,90,4.2
12000000,14.91,6890432,97,6.179
32000000,13.658,7162618,103,6.5
8300000,14.657,25037390,107,6.9
0,18.878,7527030,129,7.438
0,21.656,0,162,6.9
0,18.665,17325485,129,7.462
2000000,17.857,33965843,130,7.995
0,15.902,0,109,5.3
5000000,17.056,8203235,101,7.524
0,20.371,0,90,6.155
0,12.661,0,113,6.496
0,18.105,0,102,7.392
0,14.672,0,112,0.0
25000000,15.056,34100000,105,6.154
45000000,18.854,306776732,113,7.127
0,21.647,0,81,6.9
0,14.603,0,91,6.625
10000000,19.354,16680836,178,7.785
0,13.921,0,60,8.283
0,14.862,0,88,6.3
20000000,17.606,36606743,100,6.5
2700000,19.5,3500000,93,6.395
0,14.051,0,92,7.43
0,18.15,0,118,6.8
0,14.15,0,91,6.639
0,15.9,0,125,6.718
145786,17.099,0,84,4.352
18000000,12.851,26527510,125,6.717
16000000,19.101,68263166,94,7.688
0,19.799,0,91,4.4
0,12.652,0,14,7.1
3200000,19.248,33395426,138,7.823
0,17.424,14590542,107,6.656
20000000,16.098,20308772,108,6.334
0,13.517,0,98,6.81
18000000,19.396,35348597,78,6.96
0,9.91,0,100,5.958
12000000,14.648,43493123,107,6.276
19000000,18.798,34619699,113,7.3
0,18.09,0,94,6.7
32000000,13.646,97918663,95,5.599
20000000,22.348,0,96,5.7
0,12.916,2375190,89,6.784
1000000,17.653,16024987,93,6.303
31000000,22.343,231605150,100,6.818
13000000,15.344,65796862,133,7.908
0,13.401,0,85,8.0
0,11.935,0,92,5.396
8000000,19.646,0,89,5.79
0,14.426,0,94,5.6
20000000,16.899,14397593,92,6.29
17000000,17.345,57103895,109,6.485
0,11.298,0,101,4.1
70000000,17.846,154984035,118,6.034
30000000,12.846,27437881,100,5.628
115000000,15.093,143049560,126,6.924
0,16.287,0,62,8.119
27000000,19.845,85564310,89,4.69
51500000,17.394,56106607,101,7.367
0,11.185,0,0,0.0
0,21.156,0,102,6.556
60795000,17.343,73090611,109,5.765
6200000,18.041,63541777,98,6.583
0,9.928,0,71,1.0
0,17.742,0,98,6.333
0,22.306,0,115,7.426
85000000,13.641,78382433,108,5.737
5500000,18.44,42300873,113,7.154
15000000,14.641,4045770,180,7.069
0,13.389,0,85,6.676
20000000,18.839,50732139,105,6.232
15000000,17.14,175563,97,4.427
8000000,19.138,2275557,79,6.378
60000000,16.888,82150183,101,6.157
25000000,15.596,0,85,7.74
10000000,16.642,0,96,6.205
47000000,15.789,38085778,87,4.99
22000000,19.937,68296293,139,7.19
60000000,16.887,199043242,101,6.352
65000000,18.79,275293450,149,6.861
25485000,20.386,37150000,144,7.156
133000,15.087,436655,89,8.229
0,16.465,0,126,5.4
0,16.658,0,125,0.0
0,17.893,0,88,5.365
0,21.635,3255404,94,7.311
0,14.635,0,125,7.396
52000000,19.686,98126565,171,7.45
0,15.338,0,110,6.6
30000000,20.387,80630608,127,6.621
80000000,15.669,78000586,114,5.4
0,15.664,0,122,7.133
0,21.641,1870824,81,4.477
27220000,17.136,5496951,105,6.267
7000000,14.891,2360281,102,6.306
19500000,17.382,12000000,125,7.0
75000000,19.141,99138899,104,7.333
18000000,15.382,62646763,94,6.305
5000000,20.831,15116634,88,5.169
0,15.537,0,90,7.5
1200000,18.43,112892319,100,7.488
0,21.636,11472454,108,7.183
0,13.63,0,0,7.313
0,14.632,0,81,6.659
15000000,16.891,15200000,104,6.41
0,17.58,0,131,7.327
45000000,16.831,175372502,97,7.176
0,16.131,0,100,7.375
25000000,19.387,9204549,107,6.556
16000000,18.382,1575749,100,6.118
0,9.512,0,72,5.3
0,14.168,0,89,7.2
0,16.169,0,90,7.4
0,13.631,0,98,6.328
40000000,15.329,55707411,122,7.304
90000000,16.029,102000000,93,5.68
27000000,19.479,231976425,162,7.181
20000000,18.128,71406573,117,6.83
0,17.627,0,103,6.702
0,19.131,12705094,97,7.1
14000000,18.577,154856263,98,6.988
70000000,19.377,177841558,105,6.53
0,16.882,0,61,8.471
0,13.819,0,93,5.955
5000000,19.48,55736588,117,7.935
0,14.627,0,119,6.4
0,13.136,0,88,6.972
12000000,17.327,63118386,80,6.635
14470000,11.658,0,104,5.329
0,17.075,0,94,5.4
10000000,17.395,0,97,6.901
0,15.524,19510371,90,5.144
0,17.267,0,46,6.3
0,14.133,0,88,4.413
2500000,15.624,10000000,112,7.291
0,14.151,0,110,7.673
13000000,19.279,35401758,118,8.034
